GeneFamily	AD12	AD22	AD32	CK12	CK22	CK32
K01085	0	0	0	0	0	0.403
K01087	0	0	0	0	0	1.347
K01089	75.239	86.887	81.874	36.178	91.019	88.722
K01091	94.813	119.76	162.958	39.126	46.4	50.166
K01092	208.668	160.703	192.219	33.245	99.488	95.479
K01093	0	0	0	0	0	1.521
K01095	115.342	118.887	147.238	26.101	50.077	35.427
K01096	0	0	0	0	0	1.43
K01104	19.74	21.478	37.058	4.479	7.001	3.407
K01113	0.253	1.055	0.977	1.042	3.026	0.917
K01118	25.655	16.132	11.188	2.98	6.791	9.452
K01119	30.768	21.015	22.067	6.34	8.689	18.747
K01126	12.659	4.455	7.442	9.649	9.199	15.982
K01129	180.825	201.454	252.17	68.662	138.194	117.43
K01130	33.064	46.714	27.844	22.386	50.635	106.228
K01133	124.445	105.4	125.149	26.659	68.649	89.259
K01134	1.726	0	0.582	1.124	3.556	6.421
K01137	0	0	0	0	4.285	6.794
K01138	5.454	2.397	0.925	1.152	7.647	11.281
K01139	24.169	17.869	16.356	5.914	11.54	13.232
K01141	6.644	6.994	7.955	1.742	1.113	1.712
K01142	221.252	228.134	267.388	322.472	209.298	203.518
K01144	63.763	101.096	122.766	44.49	95.018	110.072
K01146	9.922	9.628	11.031	1.436	0	0
K01147	19.032	8.908	11.479	0	0	0
K01150	18.519	11.625	13.77	1.404	0	0
K01151	32.196	19.814	25.928	13.287	21.885	13.427
K01153	123.246	148.879	133.971	48.127	97.665	104.622
K01154	0.17	0.581	0.27	0.343	0.312	0.776
K01155	0	1.698	0	0	0	0.628
K01156	5.767	4.572	3.556	0.973	10.351	7.656
K01159	126.586	170.052	138.898	352.395	246.566	220.415
K01166	3.59	2.829	4.355	0	4.959	0
K01169	0	0	0	0	0	0.67
K01170	0	0	0	0.292	4.111	0
K01173	0	0	3.804	6.832	0	0
K01174	0	0	0	0	2.055	0
K01175	0	3.396	3.421	0.953	1.12	2.861
K01176	4.123	10.183	11.743	14.059	18.985	16.593
K01179	2.223	4.788	2.615	2.306	5.068	3.509
K01181	0	1.331	2.467	0	0	0
K01182	17.085	11.431	11.517	0.101	0	0
K01183	3.483	1.692	2.793	0	0	0.399
K01185	0	0	1.257	0	2.942	1.262
K01186	6.091	11.343	6.606	0	6.815	12.662
K01187	33.404	100.547	71.439	63.015	107.834	134.5
K01190	22.205	41.57	27.622	33.681	67.876	33.596
K01191	8.239	11.275	8.811	5.592	12.912	16.381
K01192	0	0	0	0	0.183	0
K01193	0	0	0	0	0	1.373
K01194	0	0.164	0.178	0	0	1.468
K01195	4.163	8.23	6.622	2.943	5.251	10.322
K01198	0	0.82	0.799	0	0	0.896
K01200	0.094	0.555	0.45	0.14	0	1.236
K01201	7.655	11.083	6.711	8.809	21.023	10.087
K01206	30.259	55.95	45.885	20.76	51.185	63.347
K01207	6.041	17.539	32.083	8.173	0.43	8.872
K01214	0.098	0.733	0.588	0.691	0	0
K01219	0	0.565	0.306	0	0	0
K01222	19.966	14.373	15.532	0.522	0	2.197
K01223	0.621	0.734	2.086	0.232	0	2.453
K01226	15.964	12.689	13.839	0.486	1.572	0.292
K01232	59.751	38.846	40.619	1.812	1.696	0.375
K01239	30.807	15.693	13.424	5.757	32.704	28.319
K01241	153.146	122.523	132.361	29.898	83.902	130.293
K01243	32.795	20.856	25.115	1.807	2.937	0.801
K01246	64.285	58.2	50.495	18.773	69.042	56.924
K01247	16.351	59.422	97.493	28.313	5.095	16.642
K01250	0	0	0.158	0	0	0
K01251	256.559	392.138	280.887	492.064	591.624	631.609
K01252	0	0	0	0	0	0.621
K01255	233.09	242.367	270.097	46.01	70.149	68.798
K01256	41.314	30.124	27.33	3.959	21.474	20.089
K01258	44.436	85.289	102.339	46.242	98.459	72.733
K01259	122.011	141.552	143.869	28.52	54.784	91.683
K01262	61.402	85.115	71.872	43.834	96.635	94.74
K01263	0	0	0.286	0.948	0.539	0.328
K01265	220.295	232.61	245.243	303.519	275.234	324.022
K01266	7.903	9.101	25.716	5.007	3.409	4.078
K01267	0.527	0	1.044	1.837	2.541	1.545
K01270	67.044	68.355	59.545	42.131	76.273	63.447
K01271	0.529	0.432	2.481	3.923	5.321	1.549
K01273	12.507	28.41	27.637	16.578	34.154	38.103
K01277	19.504	35.028	27.887	21.583	40.358	53.286
K01278	5.843	10.853	22.955	23.418	24.671	27.269
K01281	14.341	18.811	17.778	14.719	27.416	33.529
K01283	0	0	1.641	1.582	5.7	0
K01284	52.087	80.348	64.635	286.086	157.047	151.69
K01286	13.484	9.134	6.777	3.71	8.687	10.628
K01295	0	5.484	0.972	0	0	0
K01297	0	2.104	3.701	2.377	2.526	5.176
K01299	134.123	117.867	132.411	14.241	37.334	36.484
K01322	49.721	84.045	59.477	53.643	102.018	111.984
K01338	152.951	209.345	124.617	168.795	318.61	329.228
K01354	3.976	6.686	9.895	10.848	16.772	11.941
K01355	0	0	0	0	0	1.642
K01356	50.984	73.057	103.718	34.066	72.697	55.054
K01358	424.256	491.095	409.455	493.714	626.391	681.349
K01372	0	0	3.117	6.018	5.082	0
K01387	11.912	9.61	8.552	0.615	0	0
K01409	178.562	167.75	189.663	70.875	181.919	170.907
K01414	16.803	9.309	14.489	2.251	1.512	3.985
K01419	155.243	176.521	163.984	62.359	140.184	178.142
K01420	161.52	101.483	102.932	20.5	50.115	83.898
K01423	0	0	0.766	0.335	2.161	2.668
K01424	36.911	40.68	47.143	330.75	74.851	68.647
K01425	31.794	19.06	26.708	8.754	9.061	4.51
K01426	71.055	48.747	36.664	8.45	24.853	24.226
K01428	40.815	70.595	85.008	37.676	88.836	118.528
K01429	13.871	17.595	13.171	7.108	22.018	21.763
K01430	50.137	59.048	39.129	41.936	96.337	92.827
K01431	39.922	52.096	27.143	28.099	143.409	166.289
K01433	39.258	44.395	35.146	24.042	48.66	46.153
K01434	12.874	18.388	21.663	16.978	32.292	30.462
K01436	3.284	4.664	9.978	2.906	7.479	8.606
K01437	0	0	0.908	0.834	0	0
K01438	142.908	114.093	98.484	35.541	63.171	82.597
K01439	89.955	104.111	120.167	21.458	50.349	57.993
K01442	0	0	0	0.181	0	0
K01443	33.195	21.076	29.615	0.76	0.366	0.881
K01444	31.813	44.027	41.259	37.075	113.986	92.605
K01447	0.509	1.204	0	0.571	0	0
K01448	6.689	18.218	18.406	4.193	25.604	4.826
K01451	405.857	347.01	427.582	66.131	152.298	175.898
K01453	0	0	0	0	2.373	0
K01455	13.578	27.868	5.937	4.129	21.242	7.258
K01458	0.919	0	0	0	0	0
K01459	0.455	0	0	0	0	1.001
K01460	0	0	0	0	0	1.802
K01462	242.873	226.112	282.687	67.554	139.142	101.619
K01463	1.171	10.486	8.716	12.013	20.844	14.488
K01464	226.996	140.143	110.217	33.902	135.79	179.219
K01465	141.287	175.401	196.789	282.695	206.708	234.877
K01466	0	0	0	0	0	3.22
K01467	0	0	0	0	0	0.447
K01468	105.964	54.933	77.184	30.712	75.201	56.305
K01469	0	0	0	0	1.782	2.72
K01470	22.582	15.735	18.888	5.462	26.11	41.956
K01473	8.261	9.439	4.007	6.731	45.908	51.394
K01474	22.832	21.391	11.771	20.742	105.963	136.736
K01475	2.662	2.217	2.115	0.959	6.505	7.576
K01476	108.491	101.334	104.6	15.798	32.18	28.28
K01478	83.173	46.578	56.765	2.974	10.381	7.244
K01479	20.58	11.587	14.557	0.47	0.568	0
K01480	275.894	234.792	262.882	79.571	209.927	230.404
K01482	30.588	19.062	17.435	1.012	8.956	7.284
K01483	45.234	23.355	20.638	2.187	16.326	21.711
K01484	0	0.397	4.187	4.081	5.565	2.561
K01485	6.304	2.975	2.974	5.785	22.874	21.129
K01486	40.499	31.309	28.918	248.213	68.553	76.202
K01487	135.25	82.823	82.575	18.657	54.328	58.068
K01488	36.071	22.492	23.669	1.04	7.712	19.702
K01489	28.472	82.562	91.892	28.38	38.355	34.41
K01491	295.918	289.901	286.002	140.521	289.733	380.125
K01493	97.808	159.602	117.509	105.435	178.037	207.467
K01494	217.948	258.484	161.13	95.806	331.241	300.938
K01495	137.713	244.575	182.65	147.181	339.114	319.604
K01496	26.228	63.031	92.998	24.392	24.046	15.345
K01497	121.441	74.708	72.132	12.89	35.774	43.581
K01501	0	10.75	10.251	0	13.677	0
K01502	2.29	2.118	1.568	1.795	5.946	2.693
K01505	7.722	6.522	2.015	1.947	21.181	30.647
K01507	145.919	169.665	148.25	109.743	250.07	228.76
K01512	40.388	21.572	15.044	3.335	12.153	5.267
K01515	2.12	3.132	6.781	5.102	17.298	5.537
K01520	77.216	115.764	70.404	320.771	194.87	169.589
K01521	0	0	0	0	0	2.177
K01523	35.412	60.309	90.918	21.816	13.293	9.752
K01524	194.548	254.004	305.191	70.635	98.699	125.278
K01525	0	1.744	2.804	2.484	1.1	3.182
K01529	3.129	1.718	2.435	0.383	0	1.181
K01533	64.185	93.774	59.082	65.476	139.42	105.912
K01534	60.471	63.556	48.862	42.454	110.733	85.48
K01546	0	0	0	0	0	0.854
K01548	0	0	0	0	0	1.039
K01555	146.157	143.364	155.867	62.986	133.789	122.325
K01556	159.303	154.149	163.04	76.626	164.848	130.67
K01560	97.548	98.12	127.038	14.257	45.695	63.995
K01561	1.44	1.989	0.923	0	4.775	0
K01563	0	1.546	1.179	2.564	0	1.739
K01565	0	0	0	0	6.736	0
K01571	42.161	27.494	26.992	5.798	3.685	0.269
K01572	43.799	71.864	44.589	46.473	60.961	66.227
K01573	7.728	2.602	5.997	2.06	1.884	0
K01574	0	0	0	1.644	3.472	0
K01579	78.706	141.887	98.608	264.943	212.892	172.335
K01580	8.364	12.8	9.377	0.914	2.704	1.669
K01581	135.068	113.872	123.018	16.576	55.827	49.23
K01584	16.107	25.505	13.739	17.046	64.944	89.617
K01585	45.86	96.339	66.27	71.025	152.959	118.523
K01586	210.524	205.463	215.916	98.917	224.965	225.204
K01588	209.552	241.413	196.085	108.195	248.334	262.858
K01589	134.815	129.858	160.095	42.27	109.341	96.666
K01591	157.781	159.756	183.297	71.27	156.406	130.334
K01593	113.096	104.211	118.131	17.979	40.842	48.091
K01595	130.372	96.031	85.913	30.564	62.324	81.185
K01596	5.847	10.798	4.735	10.771	49.113	77.101
K01597	0	5.708	3.096	4.33	6.665	4.718
K01599	222.449	267.472	244.548	145.694	290.183	253.229
K01601	50.068	122.966	22.64	22.621	30.346	72.102
K01602	7.207	16.162	8.756	2.251	23.539	17.257
K01607	120.654	91.127	82.3	26.99	73.425	91.604
K01608	2.608	6.421	0.316	0	8.39	21.274
K01609	140.532	126.725	148.932	43.511	96.046	99.67
K01610	240.567	278.132	265.053	351.062	374.696	374.719
K01611	198.326	164.747	185.628	26.934	65.281	64.195
K01613	50.037	59.002	58.093	20.933	62.691	66.158
K01615	1.955	0	0	0	0	6.794
K01619	181.672	155.328	163.937	49.402	82.867	105.881
K01620	7.187	12.481	18.102	11.664	16.08	27.623
K01621	21.484	39.232	6.373	9.026	20.882	31.305
K01622	0	0	0	0.966	2.622	0
K01623	20.468	34.607	79.285	16.645	19.053	10.218
K01624	226.576	321.002	212.691	382.996	362.013	413.188
K01625	141.311	127.556	94.305	53.157	113.132	130.472
K01626	351.711	283.078	352.031	70.976	176.733	200.444
K01627	278.122	333.727	287.19	367.188	356.478	329.611
K01628	19.093	23.174	16.588	20.172	56.447	46.718
K01629	0	0	0	0	0	1.303
K01630	0	0	0	0	0	2.125
K01631	0	0	0	0	0	5.636
K01633	130.096	99.149	128.156	22.241	66.801	73.744
K01634	0	0	0	0	10.795	0
K01637	107.329	118.145	71.598	57.403	107.48	110.465
K01638	46.27	39.544	35.135	21.451	42.264	31.626
K01639	8.95	5.169	4.326	1.671	2.363	4.564
K01640	91.478	108.14	134.795	56.636	95.241	102.726
K01641	0	0	0	0	7.347	0
K01643	0	0	0	0	0	9.68
K01644	7.758	9.185	4.011	6.112	22.754	19.98
K01647	286.789	279.718	280.22	391.946	384.94	381.549
K01649	460.198	452.864	415.729	163.326	427.638	472.502
K01652	255.663	305.57	323.245	117.218	250.637	291.596
K01653	199.549	197.591	184.725	59.508	220.906	272.691
K01654	27.193	24.584	21.619	2.305	5.618	1.583
K01655	2.316	0	0	0	2.252	0
K01657	200.835	210.905	215.855	89.087	211.494	263.79
K01658	61.187	86.516	118.184	44.207	83.727	71.387
K01659	35.096	29.038	26.634	9.283	6.296	6.237
K01661	229.151	302.588	200.009	444.399	592.916	609.386
K01662	125.864	158.733	160.962	71.118	171.389	184.234
K01664	27.446	21.339	23.004	1.273	1.932	21.317
K01665	17.959	38.495	72.645	13.514	14.555	8.613
K01666	0	0.162	0	0.408	3.198	1.62
K01667	28.381	25.265	25.387	3.617	1.137	13.078
K01669	1.203	8.045	8.997	17.898	18.251	6.244
K01673	252.661	286.35	250.26	132.817	306.202	267.867
K01676	51.529	46.206	38.597	274.542	103.622	103.245
K01679	249.851	275.583	235.237	124.089	320.021	335.132
K01681	107.391	184.95	120.509	128.883	346.794	353.953
K01682	33.931	34.764	32.877	85.035	38.43	40.262
K01684	20.19	17.215	14.368	16.306	24.914	15.208
K01685	8.381	10.706	10.406	9.991	28.03	26.409
K01686	3.749	5.438	4.256	12.774	16.151	11.757
K01687	317.233	323.786	217.058	169.931	382.289	399.809
K01689	351.536	358.441	322.99	171.429	385.275	423.958
K01690	122.832	108.879	116.676	29.887	76.248	76.172
K01692	7.397	2.711	4.249	9.519	57.736	44.548
K01693	194.363	167.771	161.577	45.842	151.997	181.148
K01695	160.933	179.982	187.945	77.472	164.697	151.253
K01696	243.384	295.955	240.16	150.004	405.882	465.686
K01697	68.776	135.564	106.845	375.578	262.603	216.727
K01698	270.243	320.577	276.864	140.21	255.309	275.525
K01703	287.262	304.028	231.535	134.075	345.145	375.816
K01704	305.305	310.775	310.618	137.033	301.16	323.52
K01706	0	0	0	1.962	0	3.506
K01707	5.158	3.048	1.5	2.278	8.89	7.199
K01708	0	0	0	0	0	2.477
K01709	0	0	0	1.034	0	0
K01710	158.379	206.502	240.098	163.978	250.682	232.865
K01711	122.64	163.06	77.035	87.676	248.475	281.608
K01712	246.649	251.378	215.47	241.178	333.119	324.701
K01713	15.464	9.724	11.678	0.38	1.473	0
K01714	146.902	117.074	156.253	41.618	121.621	121.218
K01715	160.903	150.61	150.584	47.867	119.084	130.934
K01716	298.549	237.935	249.146	97.721	229.066	286.572
K01719	41.902	84.621	74.704	67.564	130.564	124.14
K01720	14.486	39.077	72.614	17.494	22.052	11.547
K01721	24.104	48.258	69.05	15.679	8.995	18.791
K01724	201.283	111.073	88.857	39.143	81.926	66.925
K01725	4.711	2.446	2.828	0	0	0
K01728	0	0	0	0	4.67	0
K01729	22.671	45.185	34.548	57.156	79.987	59.514
K01733	203.129	224.355	187.51	85.291	175.897	200.588
K01734	46.514	30.364	35.322	4.401	4.502	8.684
K01735	123.141	114.506	125.378	36.017	75.592	97.994
K01736	136.212	208.206	180.714	310.06	234.922	239.774
K01737	177.144	153.161	148.831	73.175	179.214	142.213
K01738	210.633	178.401	205.08	43.852	156.741	178.2
K01739	39.392	50.658	80.339	15.752	26.18	37.982
K01740	270.415	302.594	266.536	129.348	277.396	342.156
K01744	23.204	14.767	14.788	8.126	10.31	15.597
K01745	181.417	164.321	149.108	316.718	206.285	187.69
K01749	77.702	77.763	135.458	23.502	34.966	32.946
K01750	155.047	120.058	89.131	21.2	86.505	105.175
K01751	4.505	4.004	3.998	0.427	4.501	5.642
K01752	165.567	130.197	122.01	59.252	126.682	124.51
K01753	0	0	1.694	2.676	0	0.747
K01754	311.015	310.776	377.556	122.533	235.731	227.722
K01755	194.496	244.406	218.875	128.373	310.793	319.188
K01756	260.787	279.877	250.06	118.108	310.688	332.365
K01758	10.14	5.443	5.055	2.675	0	5.719
K01759	238.868	200.845	201.917	38.834	122.489	147.047
K01760	58.804	97.762	87.226	59.532	104.931	87.8
K01761	48.866	91.773	124.755	83.113	155.232	132.475
K01766	0	0	0	0	0	0.417
K01768	16.584	12.129	10.016	1.559	9.228	8.747
K01770	0	7.267	4.486	2.363	10.622	9.706
K01772	146.929	142.164	183.079	44.212	85.202	108.475
K01775	106.68	45.919	54.889	9.373	30.588	21.601
K01776	38.352	30.976	28.509	21.905	39.599	74.062
K01777	0.225	0	0.803	0	6.859	4.521
K01778	130.734	81.961	70.898	11.814	43.417	56.415
K01779	1.132	0	0	0.799	2.675	0.77
K01782	27.617	24.741	20.163	14.55	34.653	54.583
K01783	177.143	255.054	200.741	103.05	233.365	289.375
K01784	196.043	184.644	203.58	55.312	129.162	145.471
K01785	11.656	24.248	18.893	8.553	21.91	26.699
K01787	2.707	9.416	5.672	3.112	5.873	11.964
K01790	38.925	26.766	16.995	6.309	11.416	19.247
K01791	22.6	28.04	32.326	12.689	24.532	49.531
K01792	0.26	2.577	2.953	0.804	1.834	4.036
K01796	0	1.51	0	0	4.34	0
K01799	7.472	4.698	0	0.636	0	0
K01800	3.825	0	0.238	0	0	0
K01801	0	0.466	0	0	0	0
K01802	54.864	146.617	229.814	42.463	50.434	54.487
K01803	141.025	98.506	102.105	28.663	38.861	60.092
K01804	2.772	6.38	4.199	3.11	13.314	11.622
K01805	66.506	109.279	119.313	68.815	122.725	109.46
K01807	193.427	149.469	170.338	40.834	76.638	83.056
K01808	37.668	81.887	111.955	32.786	79.299	81.57
K01809	17.241	30.138	20.362	11.729	26.544	41.292
K01810	197.517	126.882	128.09	36.174	87.31	101.841
K01811	0	0	0	0	0	1.071
K01812	12.167	27.524	13.259	13.927	17.432	22.008
K01813	4.393	2.971	2.19	3.799	13.842	17.678
K01814	228.936	243.216	290.102	56.511	170.743	164.17
K01815	22.392	46.283	31.247	33.292	52.345	57.918
K01816	39.241	73.529	85.957	30.497	79.522	76.946
K01817	42.534	56.395	81.527	15.667	18.916	28.089
K01818	0	0	0	0	0	0.542
K01820	3.107	0	1.048	0	3.548	10.457
K01821	22.247	18.492	15.663	3.809	12.536	12.406
K01823	199.719	169.432	197.367	55.496	133.029	136.778
K01825	27.983	17.934	20.614	2.553	0	0
K01826	0	12.425	18.278	0.764	7.322	0
K01834	1.261	5.317	4.448	2.134	19.572	6.368
K01835	53.095	46.275	40.431	9.683	9.332	30.022
K01838	0	7.935	4.218	7.768	0	5.095
K01839	129.949	73.908	61.76	4.917	26.345	31.805
K01840	32.396	71.493	51.907	69.225	102.184	96.756
K01841	0	0	0	0	0	0.379
K01843	0	5.647	2.251	3.042	0	0
K01844	0	4.161	0	0	0	1.554
K01845	133.478	113.813	104.94	66.711	119.778	126.247
K01847	118.026	194.754	104.174	137.923	290.348	321.579
K01848	13.005	26.517	8.723	17.922	69.276	112.148
K01849	10.09	10.645	8.36	7.754	65.493	65.8
K01854	55.806	28.319	29.244	0	18.137	21.762
K01856	0.188	0	0.527	0.462	1.859	0.453
K01857	2.909	0.394	1.517	2.287	0	15.16
K01858	19.227	14.275	5.291	12.592	72.833	106.174
K01866	288.224	280.03	253.528	100.02	213.757	239.513
K01867	267.243	281.478	245.249	363.771	236.539	270.057
K01868	131.948	166.271	117.591	98.665	274.529	275.296
K01869	81.127	104.778	74.857	127.296	184.141	193.365
K01870	122.507	140.038	115.39	205.171	197.496	197.208
K01872	136.758	145.497	120.431	135.887	173.177	182.698
K01873	89.487	137.103	90.912	110.714	152.867	169.779
K01874	145.123	194.453	173.103	383.189	269.814	267.775
K01875	208.45	212.008	202.65	339.262	215.751	211.572
K01876	172.064	202.883	169.055	134.061	298.23	319.581
K01878	337.716	278.371	244.641	93.999	232.645	317.618
K01879	33.155	28.892	25.202	6.87	15.883	23.4
K01880	102.02	175.806	120.382	383.114	353.205	343.889
K01881	264.706	283.154	258.178	124.17	296.358	327.769
K01883	88.091	90.927	88.325	255.744	133.748	136.588
K01885	349.119	317.69	353.494	99.902	233.531	212.715
K01886	90.329	100.825	88.946	53.274	101.727	97.628
K01887	205.939	205.789	204.714	82.981	164.282	162.121
K01889	330.029	375.895	306.067	391.09	453.177	468.744
K01890	47.85	48.494	54.654	27.523	57.831	63.872
K01892	217.888	222.866	207.412	78.673	183.11	201.74
K01893	115.105	140.35	118.877	233.733	182.006	175.586
K01894	0.524	0.938	17.762	1.187	1.866	3.328
K01895	210.935	281.273	213.298	369.964	326.365	367.923
K01897	161.924	137.336	140.329	289.255	130.935	166.405
K01902	372.906	346.201	322.745	443.928	498.5	608.19
K01903	236.321	285.295	265.939	398.6	403.366	479.063
K01907	92.152	56.452	58.042	4.644	12.118	10.235
K01908	38.444	27.632	24.308	17.972	48.671	79.501
K01910	0	0	0	0	0	1.452
K01911	0.155	0	0	0	0	1.576
K01912	326.188	241.148	304.983	53.857	139.871	127.618
K01914	0	0	0	1.272	6.027	1.566
K01915	838.121	873.078	888.601	333.45	704.49	754.92
K01916	182.118	164.671	190.677	57.109	158.477	152.172
K01918	38.17	53.524	88.931	17.915	13.024	8.826
K01919	168.305	121.904	161.35	34.412	98.489	123.198
K01920	248.485	243.445	241.985	102.987	260.668	264.376
K01921	141.379	132.78	164.27	33.539	97.811	115.596
K01923	259.26	287.963	291.463	145.04	393.943	345.504
K01924	186.031	148.709	392.519	74.43	154.28	157.38
K01925	60.845	112.062	123.554	316.486	149.23	138.135
K01928	103.366	87.188	83.68	33.087	69.115	86.478
K01929	14.569	11.261	8.026	3.967	5.479	5.266
K01932	0.175	0	0	0	0.315	0.768
K01933	211.96	237.318	230.532	98.247	194.086	193.554
K01934	113.265	62.619	69.566	21.661	41.203	65.199
K01935	107.383	57.44	56.092	5.512	36.327	27.433
K01937	266.62	272.495	264.647	350.578	367.87	346.401
K01938	237.279	175.698	133.139	41.275	175.86	188.617
K01939	284.893	333.825	318.232	426.539	363.008	404.584
K01940	248.221	329.327	247.608	157.317	384.423	433.797
K01941	12.113	39.841	68.466	9.433	14.484	9.061
K01945	171.233	114.679	123.641	41.193	86.871	107.807
K01950	0.132	0.156	2.798	2.308	11.603	14.615
K01951	304.538	317.705	278.457	374.701	411.067	410.975
K01952	194.258	206.547	196.775	110.503	249.565	242.562
K01953	118.211	162.213	126.488	110.263	221.658	219.149
K01955	226.985	329.088	193.93	189.542	475.242	478.166
K01956	208.999	187.705	194.827	89.237	171.017	175.328
K01958	57.029	46.93	40.018	37.278	96.443	97.68
K01959	0	0	1.249	0.943	0.571	0
K01960	7.678	23.707	8.293	3.336	0	22.048
K01961	350.411	457.258	381.454	216.699	464.712	437.594
K01962	263.149	270.323	227.36	117.253	285.407	283.992
K01963	269.88	282.959	258.151	121.412	295.365	314.319
K01965	68.881	103.578	68.319	68.991	160.142	178.008
K01966	239.764	221.473	149.733	110.513	329.256	345.129
K01968	41.48	56.693	87.303	26.634	41.692	47.702
K01969	189.629	180.506	185.23	319.186	169.42	201.843
K01971	0.268	0	0	0	0	0
K01972	30.533	46.949	40.816	37.16	71.964	69.102
K01974	0	0	0	0	0	3.553
K01975	0	0.575	0.254	1.796	4.393	2.229
K01989	0.245	0	0.155	1.092	0.876	2.134
K01990	337.99	439.646	392.101	472.879	617.96	612.755
K01991	128.935	106.972	138.164	29.428	61.252	63.065
K01992	453.409	452.322	467.386	398.878	426.769	410.07
K01993	10.067	17.474	13.561	13.497	25.941	24.822
K01995	442.717	402.961	436.121	109.036	304.472	409.935
K01996	396.014	389.382	438.141	114.34	311.084	374.502
K01997	385.093	366.123	448.508	94.93	229.419	317.573
K01998	400.902	337.288	402.008	73.528	159.684	204.878
K01999	352.102	303.938	383.006	74.265	169.556	218.007
K02000	143.764	82.775	85.868	18.719	53.107	91.538
K02001	205.226	144.787	125.369	36.378	99.645	138.943
